Connected to mysqlserver
MARUTI 2017-02-01 2017-02-28
MARUTI 2017-03-01 2017-03-30
MARUTI 2017-03-31 2017-03-31
MARUTI 2017-04-01 2017-04-30
MARUTI 2017-05-01 2017-05-30
MARUTI 2017-05-31 2017-05-31
MARUTI 2017-06-01 2017-06-30
MCDOWELL-N 2016-09-01 2016-09-30
MCDOWELL-N 2016-10-01 2016-10-30
MCDOWELL-N 2016-10-31 2016-10-31
MCDOWELL-N 2016-11-01 2016-11-30
MCDOWELL-N 2016-12-01 2016-12-30
MCDOWELL-N 2016-12-31 2016-12-31
MCDOWELL-N 2017-01-01 2017-01-30
MCDOWELL-N 2017-01-31 2017-01-31
MCDOWELL-N 2017-02-01 2017-02-28
Commited candles: 9750000
MCDOWELL-N 2017-03-01 2017-03-30
MCDOWELL-N 2017-03-31 2017-03-31
MCDOWELL-N 2017-04-01 2017-04-30
MCDOWELL-N 2017-05-01 2017-05-30
MCDOWELL-N 2017-05-31 2017-05-31
MCDOWELL-N 2017-06-01 2017-06-30
MCX 2016-09-01 2016-09-30
MCX 2016-10-01 2016-10-30
MCX 2016-10-31 2016-10-31
MCX 2016-11-01 2016-11-30
MCX 2016-12-01 2016-12-30
MCX 2016-12-31 2016-12-31
MCX 2017-01-01 2017-01-30
MCX 2017-01-31 2017-01-31
MCX 2017-02-01 2017-02-28
MCX 2017-03-01 2017-03-30
MCX 2017-03-31 2017-03-31
MCX 2017-04-01 2017-04-30
MCX 2017-05-01 2017-05-30
MCX 2017-05-31 2017-05-31
MCX 2017-06-01 2017-06-30
MFSL 2016-09-01 2016-09-30
MFSL 2016-10-01 2016-10-30
MFSL 2016-10-31 2016-10-31
MFSL 2016-11-01 2016-11-30
MFSL 2016-12-01 2016-12-30
MFSL 2016-12-31 2016-12-31
MFSL 2017-01-01 2017-01-30
MFSL 2017-01-31 2017-01-31
MFSL 2017-02-01 2017-02-28
Commited candles: 9900000
MFSL 2017-03-01 2017-03-30
MFSL 2017-03-31 2017-03-31
MFSL 2017-04-01 2017-04-30
MFSL 2017-05-01 2017-05-30
MFSL 2017-05-31 2017-05-31
MFSL 2017-06-01 2017-06-30
MGL 2016-09-01 2016-09-30
MGL 2016-10-01 2016-10-30
MGL 2016-10-31 2016-10-31
MGL 2016-11-01 2016-11-30
MGL 2016-12-01 2016-12-30
MGL 2016-12-31 2016-12-31
MGL 2017-01-01 2017-01-30
MGL 2017-01-31 2017-01-31
MGL 2017-02-01 2017-02-28
MGL 2017-03-01 2017-03-30
MGL 2017-03-31 2017-03-31
MGL 2017-04-01 2017-04-30
MGL 2017-05-01 2017-05-30
MGL 2017-05-31 2017-05-31
MGL 2017-06-01 2017-06-30
MINDTREE 2016-09-01 2016-09-30
MINDTREE 2016-10-01 2016-10-30
MINDTREE 2016-10-31 2016-10-31
MINDTREE 2016-11-01 2016-11-30
MINDTREE 2016-12-01 2016-12-30
MINDTREE 2016-12-31 2016-12-31
MINDTREE 2017-01-01 2017-01-30
Commited candles: 10050000
MINDTREE 2017-01-31 2017-01-31
MINDTREE 2017-02-01 2017-02-28
Repeated candle {'volume': 361, 'cdate': datetime.datetime(2017, 2, 21, 13, 27), 'high': 476.15, 'low': 476, 'close': 476.15, 'tradingsymbol_no': 162, 'open': 476.1}
MINDTREE 2017-03-01 2017-03-30
MINDTREE 2017-03-31 2017-03-31
MINDTREE 2017-04-01 2017-04-30
MINDTREE 2017-05-01 2017-05-30
MINDTREE 2017-05-31 2017-05-31
MINDTREE 2017-06-01 2017-06-30
MOTHERSUMI 2016-09-01 2016-09-30
MOTHERSUMI 2016-10-01 2016-10-30
MOTHERSUMI 2016-10-31 2016-10-31
MOTHERSUMI 2016-11-01 2016-11-30
MOTHERSUMI 2016-12-01 2016-12-30
MOTHERSUMI 2016-12-31 2016-12-31
MOTHERSUMI 2017-01-01 2017-01-30
MOTHERSUMI 2017-01-31 2017-01-31
MOTHERSUMI 2017-02-01 2017-02-28
MOTHERSUMI 2017-03-01 2017-03-30
MOTHERSUMI 2017-03-31 2017-03-31
MOTHERSUMI 2017-04-01 2017-04-30
MOTHERSUMI 2017-05-01 2017-05-30
MOTHERSUMI 2017-05-31 2017-05-31
MOTHERSUMI 2017-06-01 2017-06-30
MRF 2016-09-01 2016-09-30
MRF 2016-10-01 2016-10-30
MRF 2016-10-31 2016-10-31
MRF 2016-11-01 2016-11-30
MRF 2016-12-01 2016-12-30
MRF 2016-12-31 2016-12-31
MRF 2017-01-01 2017-01-30
Commited candles: 10200000
MRF 2017-01-31 2017-01-31
MRF 2017-02-01 2017-02-28
MRF 2017-03-01 2017-03-30
MRF 2017-03-31 2017-03-31
MRF 2017-04-01 2017-04-30
MRF 2017-05-01 2017-05-30
MRF 2017-05-31 2017-05-31
MRF 2017-06-01 2017-06-30
MRPL 2016-09-01 2016-09-30


MRPL 2016-10-01 2016-10-30
MRPL 2016-10-31 2016-10-31
MRPL 2016-11-01 2016-11-30
MRPL 2016-12-01 2016-12-30
MRPL 2016-12-31 2016-12-31
MRPL 2017-01-01 2017-01-30
MRPL 2017-01-31 2017-01-31
MRPL 2017-02-01 2017-02-28
Repeated candle {'volume': 1782, 'cdate': datetime.datetime(2017, 2, 21, 13, 27), 'high': 109.85, 'low': 109.75, 'close': 109.75, 'tradingsymbol_no': 75, 'open': 109.85}
MRPL 2017-03-01 2017-03-30
MRPL 2017-03-31 2017-03-31
MRPL 2017-04-01 2017-04-30
MRPL 2017-05-01 2017-05-30
MRPL 2017-05-31 2017-05-31
MRPL 2017-06-01 2017-06-30
MUTHOOTFIN 2016-09-01 2016-09-30
MUTHOOTFIN 2016-10-01 2016-10-30
MUTHOOTFIN 2016-10-31 2016-10-31
MUTHOOTFIN 2016-11-01 2016-11-30
MUTHOOTFIN 2016-12-01 2016-12-30
Commited candles: 10350000
MUTHOOTFIN 2016-12-31 2016-12-31
MUTHOOTFIN 2017-01-01 2017-01-30
MUTHOOTFIN 2017-01-31 2017-01-31
MUTHOOTFIN 2017-02-01 2017-02-28
MUTHOOTFIN 2017-03-01 2017-03-30
MUTHOOTFIN 2017-03-31 2017-03-31
MUTHOOTFIN 2017-04-01 2017-04-30
MUTHOOTFIN 2017-05-01 2017-05-30
MUTHOOTFIN 2017-05-31 2017-05-31
MUTHOOTFIN 2017-06-01 2017-06-30
NATIONALUM 2016-09-01 2016-09-30
NATIONALUM 2016-10-01 2016-10-30
NATIONALUM 2016-10-31 2016-10-31
NATIONALUM 2016-11-01 2016-11-30
NATIONALUM 2016-12-01 2016-12-30
NATIONALUM 2016-12-31 2016-12-31
NATIONALUM 2017-01-01 2017-01-30
NATIONALUM 2017-01-31 2017-01-31
NATIONALUM 2017-02-01 2017-02-28
NATIONALUM 2017-03-01 2017-03-30
NATIONALUM 2017-03-31 2017-03-31
NATIONALUM 2017-04-01 2017-04-30
NATIONALUM 2017-05-01 2017-05-30
NATIONALUM 2017-05-31 2017-05-31
NATIONALUM 2017-06-01 2017-06-30
NBCC 2016-09-01 2016-09-30
NBCC 2016-10-01 2016-10-30
NBCC 2016-10-31 2016-10-31
NBCC 2016-11-01 2016-11-30
NBCC 2016-12-01 2016-12-30
Commited candles: 10500000
NBCC 2016-12-31 2016-12-31
NBCC 2017-01-01 2017-01-30
NBCC 2017-01-31 2017-01-31
NBCC 2017-02-01 2017-02-28
NBCC 2017-03-01 2017-03-30
NBCC 2017-03-31 2017-03-31
NBCC 2017-04-01 2017-04-30
NBCC 2017-05-01 2017-05-30
NBCC 2017-05-31 2017-05-31
NBCC 2017-06-01 2017-06-30
NCC 2016-09-01 2016-09-30
NCC 2016-10-01 2016-10-30
NCC 2016-10-31 2016-10-31
NCC 2016-11-01 2016-11-30
NCC 2016-12-01 2016-12-30
NCC 2016-12-31 2016-12-31
NCC 2017-01-01 2017-01-30
NCC 2017-01-31 2017-01-31
NCC 2017-02-01 2017-02-28
NCC 2017-03-01 2017-03-30
NCC 2017-03-31 2017-03-31
NCC 2017-04-01 2017-04-30
NCC 2017-05-01 2017-05-30
NCC 2017-05-31 2017-05-31
NCC 2017-06-01 2017-06-30
NESTLEIND 2016-09-01 2016-09-30
NESTLEIND 2016-10-01 2016-10-30
NESTLEIND 2016-10-31 2016-10-31
NESTLEIND 2016-11-01 2016-11-30
NESTLEIND 2016-12-01 2016-12-30
Commited candles: 10650000
NESTLEIND 2016-12-31 2016-12-31
NESTLEIND 2017-01-01 2017-01-30
NESTLEIND 2017-01-31 2017-01-31
NESTLEIND 2017-02-01 2017-02-28
NESTLEIND 2017-03-01 2017-03-30
NESTLEIND 2017-03-31 2017-03-31
NESTLEIND 2017-04-01 2017-04-30
NESTLEIND 2017-05-01 2017-05-30
NESTLEIND 2017-05-31 2017-05-31
NESTLEIND 2017-06-01 2017-06-30
NHPC 2016-09-01 2016-09-30
NHPC 2016-10-01 2016-10-30
NHPC 2016-10-31 2016-10-31
NHPC 2016-11-01 2016-11-30
NHPC 2016-12-01 2016-12-30
NHPC 2016-12-31 2016-12-31
NHPC 2017-01-01 2017-01-30
NHPC 2017-01-31 2017-01-31
NHPC 2017-02-01 2017-02-28
NHPC 2017-03-01 2017-03-30
NHPC 2017-03-31 2017-03-31
NHPC 2017-04-01 2017-04-30
NHPC 2017-05-01 2017-05-30
NHPC 2017-05-31 2017-05-31
NHPC 2017-06-01 2017-06-30
NIITTECH 2016-09-01 2016-09-30
NIITTECH 2016-10-01 2016-10-30
NIITTECH 2016-10-31 2016-10-31
NIITTECH 2016-11-01 2016-11-30
Commited candles: 10800000
NIITTECH 2016-12-01 2016-12-30
NIITTECH 2016-12-31 2016-12-31
NIITTECH 2017-01-01 2017-01-30
NIITTECH 2017-01-31 2017-01-31
NIITTECH 2017-02-01 2017-02-28
NIITTECH 2017-03-01 2017-03-30
NIITTECH 2017-03-31 2017-03-31
NIITTECH 2017-04-01 2017-04-30
NIITTECH 2017-05-01 2017-05-30
NIITTECH 2017-05-31 2017-05-31
NIITTECH 2017-06-01 2017-06-30
NMDC 2016-09-01 2016-09-30
NMDC 2016-10-01 2016-10-30
NMDC 2016-10-31 2016-10-31
NMDC 2016-11-01 2016-11-30
NMDC 2016-12-01 2016-12-30
NMDC 2016-12-31 2016-12-31
NMDC 2017-01-01 2017-01-30
NMDC 2017-01-31 2017-01-31
NMDC 2017-02-01 2017-02-28
NMDC 2017-03-01 2017-03-30
NMDC 2017-03-31 2017-03-31
NMDC 2017-04-01 2017-04-30
NMDC 2017-05-01 2017-05-30
NMDC 2017-05-31 2017-05-31
NMDC 2017-06-01 2017-06-30
NTPC 2016-09-01 2016-09-30
NTPC 2016-10-01 2016-10-30
NTPC 2016-10-31 2016-10-31
NTPC 2016-11-01 2016-11-30
Commited candles: 10950000
NTPC 2016-12-01 2016-12-30
NTPC 2016-12-31 2016-12-31
NTPC 2017-01-01 2017-01-30
NTPC 2017-01-31 2017-01-31
NTPC 2017-02-01 2017-02-28
NTPC 2017-03-01 2017-03-30
NTPC 2017-03-31 2017-03-31
NTPC 2017-04-01 2017-04-30
NTPC 2017-05-01 2017-05-30
NTPC 2017-05-31 2017-05-31
NTPC 2017-06-01 2017-06-30
OFSS 2016-09-01 2016-09-30
OFSS 2016-10-01 2016-10-30
OFSS 2016-10-31 2016-10-31
OFSS 2016-11-01 2016-11-30
OFSS 2016-12-01 2016-12-30
OFSS 2016-12-31 2016-12-31
OFSS 2017-01-01 2017-01-30
OFSS 2017-01-31 2017-01-31
OFSS 2017-02-01 2017-02-28
OFSS 2017-03-01 2017-03-30
OFSS 2017-03-31 2017-03-31
OFSS 2017-04-01 2017-04-30
OFSS 2017-05-01 2017-05-30
OFSS 2017-05-31 2017-05-31
OFSS 2017-06-01 2017-06-30
OIL 2016-09-01 2016-09-30
OIL 2016-10-01 2016-10-30
OIL 2016-10-31 2016-10-31
OIL 2016-11-01 2016-11-30
Commited candles: 11100000
OIL 2016-12-01 2016-12-30
OIL 2016-12-31 2016-12-31
OIL 2017-01-01 2017-01-30
OIL 2017-01-31 2017-01-31
OIL 2017-02-01 2017-02-28
OIL 2017-03-01 2017-03-30
OIL 2017-03-31 2017-03-31
OIL 2017-04-01 2017-04-30
OIL 2017-05-01 2017-05-30
OIL 2017-05-31 2017-05-31
OIL 2017-06-01 2017-06-30
ONGC 2016-09-01 2016-09-30
ONGC 2016-10-01 2016-10-30
ONGC 2016-10-31 2016-10-31
ONGC 2016-11-01 2016-11-30
ONGC 2016-12-01 2016-12-30
ONGC 2016-12-31 2016-12-31
ONGC 2017-01-01 2017-01-30
ONGC 2017-01-31 2017-01-31
ONGC 2017-02-01 2017-02-28
ONGC 2017-03-01 2017-03-30
ONGC 2017-03-31 2017-03-31
ONGC 2017-04-01 2017-04-30
ONGC 2017-05-01 2017-05-30
ONGC 2017-05-31 2017-05-31
ONGC 2017-06-01 2017-06-30
ORIENTBANK 2016-09-01 2016-09-30
ORIENTBANK 2016-10-01 2016-10-30
Commited candles: 11250000
ORIENTBANK 2016-10-31 2016-10-31
ORIENTBANK 2016-11-01 2016-11-30
ORIENTBANK 2016-12-01 2016-12-30
ORIENTBANK 2016-12-31 2016-12-31
ORIENTBANK 2017-01-01 2017-01-30
ORIENTBANK 2017-01-31 2017-01-31
ORIENTBANK 2017-02-01 2017-02-28
ORIENTBANK 2017-03-01 2017-03-30
ORIENTBANK 2017-03-31 2017-03-31
ORIENTBANK 2017-04-01 2017-04-30
ORIENTBANK 2017-05-01 2017-05-30
ORIENTBANK 2017-05-31 2017-05-31
ORIENTBANK 2017-06-01 2017-06-30
PAGEIND 2016-09-01 2016-09-30
PAGEIND 2016-10-01 2016-10-30
PAGEIND 2016-10-31 2016-10-31
PAGEIND 2016-11-01 2016-11-30
PAGEIND 2016-12-01 2016-12-30
PAGEIND 2016-12-31 2016-12-31
PAGEIND 2017-01-01 2017-01-30
PAGEIND 2017-01-31 2017-01-31
PAGEIND 2017-02-01 2017-02-28
PAGEIND 2017-03-01 2017-03-30
PAGEIND 2017-03-31 2017-03-31
PAGEIND 2017-04-01 2017-04-30
PAGEIND 2017-05-01 2017-05-30
PAGEIND 2017-05-31 2017-05-31
PAGEIND 2017-06-01 2017-06-30
PCJEWELLER 2016-09-01 2016-09-30
PCJEWELLER 2016-10-01 2016-10-30
Commited candles: 11400000
PCJEWELLER 2016-10-31 2016-10-31
PCJEWELLER 2016-11-01 2016-11-30
PCJEWELLER 2016-12-01 2016-12-30
PCJEWELLER 2016-12-31 2016-12-31
PCJEWELLER 2017-01-01 2017-01-30
PCJEWELLER 2017-01-31 2017-01-31
PCJEWELLER 2017-02-01 2017-02-28
PCJEWELLER 2017-03-01 2017-03-30
PCJEWELLER 2017-03-31 2017-03-31
PCJEWELLER 2017-04-01 2017-04-30
PCJEWELLER 2017-05-01 2017-05-30
PCJEWELLER 2017-05-31 2017-05-31
PCJEWELLER 2017-06-01 2017-06-30
PEL 2016-09-01 2016-09-30
PEL 2016-10-01 2016-10-30
PEL 2016-10-31 2016-10-31
PEL 2016-11-01 2016-11-30
PEL 2016-12-01 2016-12-30
PEL 2016-12-31 2016-12-31
PEL 2017-01-01 2017-01-30
PEL 2017-01-31 2017-01-31
PEL 2017-02-01 2017-02-28
PEL 2017-03-01 2017-03-30
PEL 2017-03-31 2017-03-31
PEL 2017-04-01 2017-04-30
PEL 2017-05-01 2017-05-30
PEL 2017-05-31 2017-05-31
PEL 2017-06-01 2017-06-30
PETRONET 2016-09-01 2016-09-30
Commited candles: 11550000
PETRONET 2016-10-01 2016-10-30
PETRONET 2016-10-31 2016-10-31
PETRONET 2016-11-01 2016-11-30
PETRONET 2016-12-01 2016-12-30
PETRONET 2016-12-31 2016-12-31
PETRONET 2017-01-01 2017-01-30
PETRONET 2017-01-31 2017-01-31
PETRONET 2017-02-01 2017-02-28
PETRONET 2017-03-01 2017-03-30
PETRONET 2017-03-31 2017-03-31
PETRONET 2017-04-01 2017-04-30
PETRONET 2017-05-01 2017-05-30
PETRONET 2017-05-31 2017-05-31
PETRONET 2017-06-01 2017-06-30
PFC 2016-09-01 2016-09-30
PFC 2016-10-01 2016-10-30
PFC 2016-10-31 2016-10-31
PFC 2016-11-01 2016-11-30
PFC 2016-12-01 2016-12-30
PFC 2016-12-31 2016-12-31
PFC 2017-01-01 2017-01-30
PFC 2017-01-31 2017-01-31
PFC 2017-02-01 2017-02-28
PFC 2017-03-01 2017-03-30
PFC 2017-03-31 2017-03-31
PFC 2017-04-01 2017-04-30
PFC 2017-05-01 2017-05-30
PFC 2017-05-31 2017-05-31
PFC 2017-06-01 2017-06-30
PIDILITIND 2016-09-01 2016-09-30
Commited candles: 11700000
PIDILITIND 2016-10-01 2016-10-30
PIDILITIND 2016-10-31 2016-10-31
PIDILITIND 2016-11-01 2016-11-30
PIDILITIND 2016-12-01 2016-12-30
PIDILITIND 2016-12-31 2016-12-31
PIDILITIND 2017-01-01 2017-01-30
PIDILITIND 2017-01-31 2017-01-31
PIDILITIND 2017-02-01 2017-02-28
Repeated candle {'volume': 268, 'cdate': datetime.datetime(2017, 2, 21, 13, 27), 'high': 704.3, 'low': 704.1, 'close': 704.3, 'tradingsymbol_no': 117, 'open': 704.1}
PIDILITIND 2017-03-01 2017-03-30
PIDILITIND 2017-03-31 2017-03-31
PIDILITIND 2017-04-01 2017-04-30
PIDILITIND 2017-05-01 2017-05-30
PIDILITIND 2017-05-31 2017-05-31
PIDILITIND 2017-06-01 2017-06-30
PNB 2016-09-01 2016-09-30
PNB 2016-10-01 2016-10-30
PNB 2016-10-31 2016-10-31
PNB 2016-11-01 2016-11-30
PNB 2016-12-01 2016-12-30
PNB 2016-12-31 2016-12-31
PNB 2017-01-01 2017-01-30
PNB 2017-01-31 2017-01-31
PNB 2017-02-01 2017-02-28
Repeated candle {'volume': 8854, 'cdate': datetime.datetime(2017, 2, 21, 13, 27), 'high': 144.2, 'low': 144.1, 'close': 144.15, 'tradingsymbol_no': 19, 'open': 144.15}
PNB 2017-03-01 2017-03-30
PNB 2017-03-31 2017-03-31
PNB 2017-04-01 2017-04-30
PNB 2017-05-01 2017-05-30
PNB 2017-05-31 2017-05-31
PNB 2017-06-01 2017-06-30
Commited candles: 11850000
POWERGRID 2016-09-01 2016-09-30
POWERGRID 2016-10-01 2016-10-30
POWERGRID 2016-10-31 2016-10-31
POWERGRID 2016-11-01 2016-11-30
POWERGRID 2016-12-01 2016-12-30
POWERGRID 2016-12-31 2016-12-31
POWERGRID 2017-01-01 2017-01-30
POWERGRID 2017-01-31 2017-01-31
POWERGRID 2017-02-01 2017-02-28
Repeated candle {'volume': 1309, 'cdate': datetime.datetime(2017, 2, 21, 13, 27), 'high': 206.2, 'low': 206.1, 'close': 206.15, 'tradingsymbol_no': 79, 'open': 206.1}
POWERGRID 2017-03-01 2017-03-30
POWERGRID 2017-03-31 2017-03-31
POWERGRID 2017-04-01 2017-04-30
POWERGRID 2017-05-01 2017-05-30
POWERGRID 2017-05-31 2017-05-31
POWERGRID 2017-06-01 2017-06-30
PTC 2016-09-01 2016-09-30
PTC 2016-10-01 2016-10-30
PTC 2016-10-31 2016-10-31
PTC 2016-11-01 2016-11-30
PTC 2016-12-01 2016-12-30
PTC 2016-12-31 2016-12-31
PTC 2017-01-01 2017-01-30
PTC 2017-01-31 2017-01-31
PTC 2017-02-01 2017-02-28
PTC 2017-03-01 2017-03-30
PTC 2017-03-31 2017-03-31
PTC 2017-04-01 2017-04-30
PTC 2017-05-01 2017-05-30
PTC 2017-05-31 2017-05-31
PTC 2017-06-01 2017-06-30
Commited candles: 12000000
PVR 2016-09-01 2016-09-30
PVR 2016-10-01 2016-10-30
PVR 2016-10-31 2016-10-31
PVR 2016-11-01 2016-11-30
PVR 2016-12-01 2016-12-30
PVR 2016-12-31 2016-12-31
PVR 2017-01-01 2017-01-30
PVR 2017-01-31 2017-01-31
PVR 2017-02-01 2017-02-28
PVR 2017-03-01 2017-03-30
PVR 2017-03-31 2017-03-31
PVR 2017-04-01 2017-04-30
PVR 2017-05-01 2017-05-30
PVR 2017-05-31 2017-05-31
PVR 2017-06-01 2017-06-30
RAMCOCEM 2016-09-01 2016-09-30
RAMCOCEM 2016-10-01 2016-10-30
RAMCOCEM 2016-10-31 2016-10-31
RAMCOCEM 2016-11-01 2016-11-30
RAMCOCEM 2016-12-01 2016-12-30
RAMCOCEM 2016-12-31 2016-12-31
RAMCOCEM 2017-01-01 2017-01-30
RAMCOCEM 2017-01-31 2017-01-31
RAMCOCEM 2017-02-01 2017-02-28
RAMCOCEM 2017-03-01 2017-03-30
RAMCOCEM 2017-03-31 2017-03-31
RAMCOCEM 2017-04-01 2017-04-30
RAMCOCEM 2017-05-01 2017-05-30
RAMCOCEM 2017-05-31 2017-05-31
RAMCOCEM 2017-06-01 2017-06-30
Commited candles: 12150000
RAYMOND 2016-09-01 2016-09-30
RAYMOND 2016-10-01 2016-10-30
RAYMOND 2016-10-31 2016-10-31
RAYMOND 2016-11-01 2016-11-30
RAYMOND 2016-12-01 2016-12-30
RAYMOND 2016-12-31 2016-12-31
RAYMOND 2017-01-01 2017-01-30
RAYMOND 2017-01-31 2017-01-31
RAYMOND 2017-02-01 2017-02-28
RAYMOND 2017-03-01 2017-03-30
RAYMOND 2017-03-31 2017-03-31
RAYMOND 2017-04-01 2017-04-30
RAYMOND 2017-05-01 2017-05-30
RAYMOND 2017-05-31 2017-05-31
RAYMOND 2017-06-01 2017-06-30
RBLBANK 2016-09-01 2016-09-30
RBLBANK 2016-10-01 2016-10-30
RBLBANK 2016-10-31 2016-10-31
RBLBANK 2016-11-01 2016-11-30
RBLBANK 2016-12-01 2016-12-30
RBLBANK 2016-12-31 2016-12-31
RBLBANK 2017-01-01 2017-01-30
RBLBANK 2017-01-31 2017-01-31
RBLBANK 2017-02-01 2017-02-28
RBLBANK 2017-03-01 2017-03-30
RBLBANK 2017-03-31 2017-03-31
RBLBANK 2017-04-01 2017-04-30
RBLBANK 2017-05-01 2017-05-30
Commited candles: 12300000
RBLBANK 2017-05-31 2017-05-31
RBLBANK 2017-06-01 2017-06-30
RCOM 2016-09-01 2016-09-30
RCOM 2016-10-01 2016-10-30
RCOM 2016-10-31 2016-10-31
RCOM 2016-11-01 2016-11-30
RCOM 2016-12-01 2016-12-30
RCOM 2016-12-31 2016-12-31
RCOM 2017-01-01 2017-01-30
RCOM 2017-01-31 2017-01-31
RCOM 2017-02-01 2017-02-28
RCOM 2017-03-01 2017-03-30
RCOM 2017-03-31 2017-03-31
RCOM 2017-04-01 2017-04-30
RCOM 2017-05-01 2017-05-30
RCOM 2017-05-31 2017-05-31
RCOM 2017-06-01 2017-06-30
RECLTD 2016-09-01 2016-09-30
RECLTD 2016-10-01 2016-10-30
RECLTD 2016-10-31 2016-10-31
RECLTD 2016-11-01 2016-11-30
RECLTD 2016-12-01 2016-12-30
RECLTD 2016-12-31 2016-12-31
RECLTD 2017-01-01 2017-01-30
RECLTD 2017-01-31 2017-01-31
RECLTD 2017-02-01 2017-02-28
RECLTD 2017-03-01 2017-03-30
RECLTD 2017-03-31 2017-03-31
RECLTD 2017-04-01 2017-04-30
RECLTD 2017-05-01 2017-05-30
Commited candles: 12450000
RECLTD 2017-05-31 2017-05-31
RECLTD 2017-06-01 2017-06-30
RELCAPITAL 2016-09-01 2016-09-30
RELCAPITAL 2016-10-01 2016-10-30
RELCAPITAL 2016-10-31 2016-10-31
RELCAPITAL 2016-11-01 2016-11-30
RELCAPITAL 2016-12-01 2016-12-30
RELCAPITAL 2016-12-31 2016-12-31
RELCAPITAL 2017-01-01 2017-01-30
RELCAPITAL 2017-01-31 2017-01-31
RELCAPITAL 2017-02-01 2017-02-28
RELCAPITAL 2017-03-01 2017-03-30
RELCAPITAL 2017-03-31 2017-03-31
RELCAPITAL 2017-04-01 2017-04-30
RELCAPITAL 2017-05-01 2017-05-30
RELCAPITAL 2017-05-31 2017-05-31
RELCAPITAL 2017-06-01 2017-06-30
RELIANCE 2016-09-01 2016-09-30
RELIANCE 2016-10-01 2016-10-30
RELIANCE 2016-10-31 2016-10-31
RELIANCE 2016-11-01 2016-11-30
RELIANCE 2016-12-01 2016-12-30
RELIANCE 2016-12-31 2016-12-31
RELIANCE 2017-01-01 2017-01-30
RELIANCE 2017-01-31 2017-01-31
RELIANCE 2017-02-01 2017-02-28
RELIANCE 2017-03-01 2017-03-30
RELIANCE 2017-03-31 2017-03-31
RELIANCE 2017-04-01 2017-04-30
RELIANCE 2017-05-01 2017-05-30
Commited candles: 12600000
RELIANCE 2017-05-31 2017-05-31
RELIANCE 2017-06-01 2017-06-30
RELINFRA 2016-09-01 2016-09-30
RELINFRA 2016-10-01 2016-10-30
RELINFRA 2016-10-31 2016-10-31
RELINFRA 2016-11-01 2016-11-30
RELINFRA 2016-12-01 2016-12-30
RELINFRA 2016-12-31 2016-12-31
RELINFRA 2017-01-01 2017-01-30
RELINFRA 2017-01-31 2017-01-31
RELINFRA 2017-02-01 2017-02-28
RELINFRA 2017-03-01 2017-03-30
RELINFRA 2017-03-31 2017-03-31
RELINFRA 2017-04-01 2017-04-30
RELINFRA 2017-05-01 2017-05-30
RELINFRA 2017-05-31 2017-05-31
RELINFRA 2017-06-01 2017-06-30
REPCOHOME 2016-09-01 2016-09-30
REPCOHOME 2016-10-01 2016-10-30
REPCOHOME 2016-10-31 2016-10-31
REPCOHOME 2016-11-01 2016-11-30
REPCOHOME 2016-12-01 2016-12-30
REPCOHOME 2016-12-31 2016-12-31
REPCOHOME 2017-01-01 2017-01-30
REPCOHOME 2017-01-31 2017-01-31
REPCOHOME 2017-02-01 2017-02-28
REPCOHOME 2017-03-01 2017-03-30
REPCOHOME 2017-03-31 2017-03-31
REPCOHOME 2017-04-01 2017-04-30
Commited candles: 12750000
REPCOHOME 2017-05-01 2017-05-30
REPCOHOME 2017-05-31 2017-05-31
REPCOHOME 2017-06-01 2017-06-30
RNAVAL 2016-09-01 2016-09-30
RNAVAL 2016-10-01 2016-10-30
RNAVAL 2016-10-31 2016-10-31
RNAVAL 2016-11-01 2016-11-30
RNAVAL 2016-12-01 2016-12-30
RNAVAL 2016-12-31 2016-12-31
RNAVAL 2017-01-01 2017-01-30
RNAVAL 2017-01-31 2017-01-31
RNAVAL 2017-02-01 2017-02-28
Repeated candle {'volume': 1100, 'cdate': datetime.datetime(2017, 2, 21, 13, 27), 'high': 59.6, 'low': 59.6, 'close': 59.6, 'tradingsymbol_no': 182, 'open': 59.6}
RNAVAL 2017-03-01 2017-03-30
RNAVAL 2017-03-31 2017-03-31
RNAVAL 2017-04-01 2017-04-30
RNAVAL 2017-05-01 2017-05-30
RNAVAL 2017-05-31 2017-05-31
RNAVAL 2017-06-01 2017-06-30
RPOWER 2016-09-01 2016-09-30
RPOWER 2016-10-01 2016-10-30
RPOWER 2016-10-31 2016-10-31
RPOWER 2016-11-01 2016-11-30
RPOWER 2016-12-01 2016-12-30
RPOWER 2016-12-31 2016-12-31
RPOWER 2017-01-01 2017-01-30
RPOWER 2017-01-31 2017-01-31
RPOWER 2017-02-01 2017-02-28
RPOWER 2017-03-01 2017-03-30
RPOWER 2017-03-31 2017-03-31
RPOWER 2017-04-01 2017-04-30
Commited candles: 12900000
RPOWER 2017-05-01 2017-05-30
RPOWER 2017-05-31 2017-05-31
RPOWER 2017-06-01 2017-06-30
SAIL 2016-09-01 2016-09-30
SAIL 2016-10-01 2016-10-30
SAIL 2016-10-31 2016-10-31
SAIL 2016-11-01 2016-11-30
SAIL 2016-12-01 2016-12-30
SAIL 2016-12-31 2016-12-31
SAIL 2017-01-01 2017-01-30
SAIL 2017-01-31 2017-01-31
SAIL 2017-02-01 2017-02-28
SAIL 2017-03-01 2017-03-30
SAIL 2017-03-31 2017-03-31
SAIL 2017-04-01 2017-04-30
