Connected to mysqlserver
TVSMOTOR 2017-08-01 2017-08-30
TVSMOTOR 2017-08-31 2017-08-31
TVSMOTOR 2017-09-01 2017-09-30
TVSMOTOR 2017-10-01 2017-10-30
TVSMOTOR 2017-10-31 2017-10-31
TVSMOTOR 2017-11-01 2017-11-30
TVSMOTOR 2017-12-01 2017-12-30
TVSMOTOR 2017-12-31 2017-12-31
UBL 2017-07-01 2017-07-30
HTTPSConnectionPool(host='api.kite.trade', port=443): Read timed out. (read timeout=7) 4278529 2017-07-31 2017-07-31
HTTPSConnectionPool(host='api.kite.trade', port=443): Read timed out. (read timeout=7) 4278529 2017-07-31 2017-07-31
UBL 2017-07-31 2017-07-31
UBL 2017-08-01 2017-08-30
UBL 2017-08-31 2017-08-31
UBL 2017-09-01 2017-09-30
Commited candles: 9150000
UBL 2017-10-01 2017-10-30
UBL 2017-10-31 2017-10-31
UBL 2017-11-01 2017-11-30
UBL 2017-12-01 2017-12-30
UBL 2017-12-31 2017-12-31
UJJIVAN 2017-07-01 2017-07-30
UJJIVAN 2017-07-31 2017-07-31
UJJIVAN 2017-08-01 2017-08-30
UJJIVAN 2017-08-31 2017-08-31
UJJIVAN 2017-09-01 2017-09-30
UJJIVAN 2017-10-01 2017-10-30
UJJIVAN 2017-10-31 2017-10-31
UJJIVAN 2017-11-01 2017-11-30
UJJIVAN 2017-12-01 2017-12-30
UJJIVAN 2017-12-31 2017-12-31
ULTRACEMCO 2017-07-01 2017-07-30
ULTRACEMCO 2017-07-31 2017-07-31
ULTRACEMCO 2017-08-01 2017-08-30
ULTRACEMCO 2017-08-31 2017-08-31
ULTRACEMCO 2017-09-01 2017-09-30
ULTRACEMCO 2017-10-01 2017-10-30
ULTRACEMCO 2017-10-31 2017-10-31
ULTRACEMCO 2017-11-01 2017-11-30
ULTRACEMCO 2017-12-01 2017-12-30
ULTRACEMCO 2017-12-31 2017-12-31
UNIONBANK 2017-07-01 2017-07-30
UNIONBANK 2017-07-31 2017-07-31
UNIONBANK 2017-08-01 2017-08-30
UNIONBANK 2017-08-31 2017-08-31
UNIONBANK 2017-09-01 2017-09-30
UNIONBANK 2017-10-01 2017-10-30
Commited candles: 9300000
UNIONBANK 2017-10-31 2017-10-31
UNIONBANK 2017-11-01 2017-11-30
UNIONBANK 2017-12-01 2017-12-30
UNIONBANK 2017-12-31 2017-12-31
UPL 2017-07-01 2017-07-30
UPL 2017-07-31 2017-07-31
UPL 2017-08-01 2017-08-30
UPL 2017-08-31 2017-08-31
UPL 2017-09-01 2017-09-30
UPL 2017-10-01 2017-10-30
UPL 2017-10-31 2017-10-31
UPL 2017-11-01 2017-11-30
UPL 2017-12-01 2017-12-30
UPL 2017-12-31 2017-12-31
VEDL 2017-07-01 2017-07-30
VEDL 2017-07-31 2017-07-31
VEDL 2017-08-01 2017-08-30
VEDL 2017-08-31 2017-08-31
VEDL 2017-09-01 2017-09-30
VEDL 2017-10-01 2017-10-30
VEDL 2017-10-31 2017-10-31
VEDL 2017-11-01 2017-11-30
VEDL 2017-12-01 2017-12-30
VEDL 2017-12-31 2017-12-31
VGUARD 2017-07-01 2017-07-30
VGUARD 2017-07-31 2017-07-31
VGUARD 2017-08-01 2017-08-30
VGUARD 2017-08-31 2017-08-31
VGUARD 2017-09-01 2017-09-30
VGUARD 2017-10-01 2017-10-30
VGUARD 2017-10-31 2017-10-31
VGUARD 2017-11-01 2017-11-30
Commited candles: 9450000
VGUARD 2017-12-01 2017-12-30
VGUARD 2017-12-31 2017-12-31
VOLTAS 2017-07-01 2017-07-30
VOLTAS 2017-07-31 2017-07-31
VOLTAS 2017-08-01 2017-08-30
VOLTAS 2017-08-31 2017-08-31
VOLTAS 2017-09-01 2017-09-30
VOLTAS 2017-10-01 2017-10-30
VOLTAS 2017-10-31 2017-10-31
VOLTAS 2017-11-01 2017-11-30
VOLTAS 2017-12-01 2017-12-30
VOLTAS 2017-12-31 2017-12-31
WIPRO 2017-07-01 2017-07-30
WIPRO 2017-07-31 2017-07-31
WIPRO 2017-08-01 2017-08-30
WIPRO 2017-08-31 2017-08-31
WIPRO 2017-09-01 2017-09-30
WIPRO 2017-10-01 2017-10-30
WIPRO 2017-10-31 2017-10-31
WIPRO 2017-11-01 2017-11-30
WIPRO 2017-12-01 2017-12-30
WIPRO 2017-12-31 2017-12-31
WOCKPHARMA 2017-07-01 2017-07-30
WOCKPHARMA 2017-07-31 2017-07-31
WOCKPHARMA 2017-08-01 2017-08-30
WOCKPHARMA 2017-08-31 2017-08-31
WOCKPHARMA 2017-09-01 2017-09-30
WOCKPHARMA 2017-10-01 2017-10-30
WOCKPHARMA 2017-10-31 2017-10-31
WOCKPHARMA 2017-11-01 2017-11-30
WOCKPHARMA 2017-12-01 2017-12-30
WOCKPHARMA 2017-12-31 2017-12-31
YESBANK 2017-07-01 2017-07-30
Commited candles: 9600000
YESBANK 2017-07-31 2017-07-31
YESBANK 2017-08-01 2017-08-30
YESBANK 2017-08-31 2017-08-31
YESBANK 2017-09-01 2017-09-30
YESBANK 2017-10-01 2017-10-30
YESBANK 2017-10-31 2017-10-31
YESBANK 2017-11-01 2017-11-30
YESBANK 2017-12-01 2017-12-30
YESBANK 2017-12-31 2017-12-31
ZEEL 2017-07-01 2017-07-30
ZEEL 2017-07-31 2017-07-31
ZEEL 2017-08-01 2017-08-30
ZEEL 2017-08-31 2017-08-31
ZEEL 2017-09-01 2017-09-30
ZEEL 2017-10-01 2017-10-30
ZEEL 2017-10-31 2017-10-31
ZEEL 2017-11-01 2017-11-30
ZEEL 2017-12-01 2017-12-30
ZEEL 2017-12-31 2017-12-31
