instrument_type	expiry	tick_size	name	lot_size	tradingsymbol	instrument_token	strike	exchange	segment	exchange_token	last_price
EQ		0.05	RAJESH EXPORTS	1	RAJESHEXPO-BL	3250433	0	NSE	NSE	12697	0
EQ		0.05	RALLIS INDIA	1	RALLIS-BE	1966337	0	NSE	NSE	7681	0
EQ		0.05	RANE ENG VALVE	1	RANEENGINE-BE	4289281	0	NSE	NSE	16755	0
EQ		0.05	RAS PROPACK LAMIPACK	1	RASLAMIPAK	729601	0	NSE	NSE	2850	0
EQ		0.05	ORACLE FIN SERV SOFT	1	OFSS	2748929	0	NSE	NSE	10738	0
EQ		0.01	BOND8.61% PA TF TR II S3A	1	RECLTD-ND	751361	0	NSE	NSE	2935	0
EQ		0.05	REVATHI EQUIPMENT	1	REVATHI-BL	3255041	0	NSE	NSE	12715	0
EQ		0.01	SEC RED NCD 9.05% SR. II	1	RHFL-N4	4950785	0	NSE	NSE	19339	0
EQ		0.05	RELIANCE INDUSTRIAL INFRA	1	RIIL	745473	0	NSE	NSE	2912	0
EQ		0.05	VADIVARHE SPCLTY CHEM	1	VSCL-SM	5369089	0	NSE	NSE	20973	0
EQ		0.05	CAMLIN FINE SCIENCES	1	CAMLINFINE	1591297	0	NSE	NSE	6216	0
EQ		0.05	CAREER POINT	1	CAREERP-BE	5143041	0	NSE	NSE	20090	0
EQ		0.05	R. S. SOFTWARE (INDIA) LI	1	RSSOFTWARE-BE	2157057	0	NSE	NSE	8426	0
EQ		0.05	RUCHI INFRASTRUCTURE	1	RUCHINFRA-BE	2156289	0	NSE	NSE	8423	0
EQ		0.05	RUCHIRA PAPERS	1	RUCHIRA-BE	3539201	0	NSE	NSE	13825	0
EQ		0.01	SEC RED NCD SR. VII	1	EHFLNCD-N7	4574209	0	NSE	NSE	17868	0
EQ		0.05	EICHER MOTOR	1	EICHERMOT-BE	1258241	0	NSE	NSE	4915	0
EQ		0.05	SAGAR CEMENTS	1	SAGCEM-BL	3602177	0	NSE	NSE	14071	0
EQ		0.05	SAIL - DEP RS	1	SAIL-BE	1325057	0	NSE	NSE	5176	0
EQ		0.05	TANLA SOLUTIONS	1	TANLA-BL	3578369	0	NSE	NSE	13978	0
EQ		0.05	SALONA COTSPIN	1	SALONA-BE	4442881	0	NSE	NSE	17355	0
EQ		0.05	S.A.L. STEEL	1	SALSTEEL-BE	2979073	0	NSE	NSE	11637	0
EQ		0.05	SAKTHI FINANCE	1	SAKTHIFIN	4974593	0	NSE	NSE	19432	0
EQ		0.05	GLOBAL EDUCATION	1	GLOBAL-SM	5052929	0	NSE	NSE	19738	0
EQ		0.05	GLOBUS SPIRITS	1	GLOBUSSPR-BE	4461569	0	NSE	NSE	17428	0
EQ		0.05	GLORY POLYFILMS	1	GLORY-BL	3768065	0	NSE	NSE	14719	0
EQ		0.05	SASTASUNDAR VENTURES	1	SASTASUNDR	5136129	0	NSE	NSE	20063	0
EQ		0.05	STATE BANK OF TRAVANCORE	1	SBT-BE	2592001	0	NSE	NSE	10125	0
EQ		0.05	S H KELKAR AND CO.	1	SHK-BE	2877953	0	NSE	NSE	11242	0
EQ		0.05	S KUMARS NATIONWIDE	1	SKUMARSYNF-BE	1687041	0	NSE	NSE	6590	0
EQ		0.05	COMPUAGE INFOCOM	1	COMPINFO-BE	4517889	0	NSE	NSE	17648	0
EQ		0.05	CONTINENTAL CONSTRUCTIONS	1	CONTNLCONS	186113	0	NSE	NSE	727	0
EQ		0.05	DENA BANK	1	DENABANK-BL	3155969	0	NSE	NSE	12328	0
EQ		0.05	DHARANISUGARS &CHEMICALS	1	DHARSUGAR-BE	2500097	0	NSE	NSE	9766	0
EQ		0.05	SPACENET ENTERS IND	1	SPCENET	4959233	0	NSE	NSE	19372	0
EQ		0.05	SPECTACLE VENTURES	1	SPECTACLE-BZ	4715777	0	NSE	NSE	18421	0
EQ		0.05	SRF - DEPO	1	SRF-BE	1859073	0	NSE	NSE	7262	0
EQ		0.05	STANDARD  CHARTERED PLC	1	STAN-DR	4851713	0	NSE	NSE	18952	0
EQ		0.05	STRIDES SHASUN	1	STAR-BL	3271681	0	NSE	NSE	12780	0
EQ		0.05	DOLLAR INDUSTRIES	1	DOLLAR-BE	5264385	0	NSE	NSE	20564	0
EQ		0.05	DPSC	1	DPSCLTD-BE	3948289	0	NSE	NSE	15423	0
EQ		0.05	DPSC	1	DPSCLTD-BL	3948033	0	NSE	NSE	15422	0
EQ		0.05	DQ ENTERTAINMENT INT	1	DQE	6210305	0	NSE	NSE	24259	0
EQ		0.05	DHANUKA REALTY	1	DRL-SM	4804865	0	NSE	NSE	18769	0
EQ		0.05	DHUNSERI TEA & IND.	1	DTIL	1594113	0	NSE	NSE	6227	0
EQ		0.05	DYNAMATIC TECHNOLOGIES	1	DYNAMATECH-BL	3474177	0	NSE	NSE	13571	0
EQ		0.05	EASTERN SUGAR & IND	1	EASTSUGIND-BE	2246401	0	NSE	NSE	8775	0
EQ		0.05	EASTERN SUG & INDS	1	EASTSUGIND-BL	3314689	0	NSE	NSE	12948	0
EQ		0.05	EMPEE DISTI.	1	EDL-BL	3863297	0	NSE	NSE	15091	0
EQ		0.05	EDSERV SOFTSYSTEMS	1	EDSERV-BL	4354817	0	NSE	NSE	17011	0
EQ		0.05	SUASHISH DIAMONDS	1	SUASHDIMON-BE	2208769	0	NSE	NSE	8628	0
EQ		0.05	SUBROS	1	SUBROS	850945	0	NSE	NSE	3324	0
EQ		0.05	ELDER PHARMA	1	ELDERPHARM-BE	2049793	0	NSE	NSE	8007	0
EQ		0.05	ELGI EQUIPMENTS	1	ELGIEQUIP	239873	0	NSE	NSE	937	0
EQ		0.05	ELGI RUBBER CO.	1	ELGIRUBCO	6380545	0	NSE	NSE	24924	0
EQ		0.05	ELPRO INTERNATIONAL	1	ELPROINTL	1144577	0	NSE	NSE	4471	0
EQ		0.05	SUDARSHAN CHEM IND	1	SUDARSCHEM-BL	3117313	0	NSE	NSE	12177	0
EQ		0.05	ENDURANCE TECHNO.	1	ENDURANCE-BE	4819457	0	NSE	NSE	18826	0
EQ		0.05	SUPERFORGINGS & STEELS	1	SUPERFORGE-BE	2396673	0	NSE	NSE	9362	0
EQ		0.05	SUPREME INFRA.	1	SUPREMEINF-BE	3841537	0	NSE	NSE	15006	0
EQ		0.05	SUPREME TEX MART	1	SUPREMETEX-BL	3689217	0	NSE	NSE	14411	0
EQ		0.05	FUTURE MKT NETWORKS	1	FMNL-BE	5381377	0	NSE	NSE	21021	0
EQ		0.05	SURYALAKSHMI COT MIL	1	SURYALAXMI-BL	3277057	0	NSE	NSE	12801	0
EQ		0.05	GOKALDAS EXPORTS	1	GOKEX-BE	3015937	0	NSE	NSE	11781	0
EQ		0.05	GOKALDAS EXPORTS	1	GOKEX-BL	3175425	0	NSE	NSE	12404	0
EQ		0.05	SURYA ROSHNI	1	SURYAROSNI-BL	3277569	0	NSE	NSE	12803	0
EQ		0.05	GREAVES COTTON	1	GREAVESCOT-BL	3176961	0	NSE	NSE	12410	0
EQ		0.05	GREAVES COTTON	1	GREAVESCOT	316161	0	NSE	NSE	1235	0
EQ		0.05	SUZLON ENERGY	1	SUZLON-BL	3278337	0	NSE	NSE	12806	0
EQ		0.05	GLAXOSMITHKLINE CONSUMER	1	GSKCONS	821761	0	NSE	NSE	3210	0
EQ		0.05	GUJ NRE DVR 'B' CLASS	1	GUJNREDVR-BE	4841985	0	NSE	NSE	18914	0
EQ		0.05	GUJ NRE DVR 'B' CLASS	1	GUJNREDVR-BL	4841729	0	NSE	NSE	18913	0
EQ		0.05	GULF OIL LUB. IND.	1	GULFOILLUB-BL	1125633	0	NSE	NSE	4397	0
EQ		0.05	GP PETROLEUMS	1	GULFPETRO-BE	2965505	0	NSE	NSE	11584	0
EQ		0.05	GUJ STATE FERT & CHEM	1	GSFC	319233	0	NSE	NSE	1247	0
EQ		0.05	GLAXOSMITHKLINE CONSUMER	1	GSKCONS-BL	3177985	0	NSE	NSE	12414	0
EQ		0.05	IFB INDUSTRIES	1	IFBIND	380161	0	NSE	NSE	1485	0
EQ		0.05	TAKE SOLUTIONS	1	TAKE-BE	3819521	0	NSE	NSE	14920	0
EQ		0.05	TANFAC INDUSTRIES	1	TANFAC	870913	0	NSE	NSE	3402	0
EQ		0.05	TATA METALIKS	1	TATAMETALI-BL	3280897	0	NSE	NSE	12816	0
EQ		0.05	HEALTHCARE GLOB. ENT.	1	HCG	3982081	0	NSE	NSE	15555	0
EQ		0.05	HOTEL RUGBY	1	HOTELRUGBY	1029121	0	NSE	NSE	4020	0
EQ		0.05	TATA METALIKS	1	TATAMETALI	876289	0	NSE	NSE	3423	0
EQ		0.05	TATA MOTORS	1	TATAMOTORS	884737	0	NSE	NSE	3456	0
EQ		0.05	TATA STEEL	1	TATASTEEL-BE	1266433	0	NSE	NSE	4947	0
EQ		0.05	TRANSPORT CORPN OF INDIA	1	TCI-BE	3617281	0	NSE	NSE	14130	0
EQ		0.05	BAJAJ FINSERV	1	BAJAJFINSV	4268801	0	NSE	NSE	16675	0
EQ		0.05	BAJAJ FINANCE	1	BAJFINANCE	81153	0	NSE	NSE	317	0
EQ		0.05	HINDUSTAN MEDIA VENT	1	HMVL-BL	4918785	0	NSE	NSE	19214	0
EQ		0.05	PNB GILTS	1	PNBGILTS	2236417	0	NSE	NSE	8736	0
EQ		0.05	TATA CONSULTANCY SERV LT	1	TCS-BL	3283201	0	NSE	NSE	12825	0
EQ		0.05	TECH MAHINDRA	1	TECHM	3465729	0	NSE	NSE	13538	0
EQ		0.05	TECHNO ELT & ENG CO.	1	TECHNO-BL	5244929	0	NSE	NSE	20488	0
EQ		0.05	THEJO ENGINEERING	1	THEJO-SM	7383553	0	NSE	NSE	28842	0
EQ		0.05	THERMAX	1	THERMAX-BL	3284225	0	NSE	NSE	12829	0
EQ		0.05	HIND. PETROLEUM - DEP. RS	1	HINDPETRO-BE	1277441	0	NSE	NSE	4990	0
EQ		0.05	HOTEL RUGBY	1	HOTELRUGBY-BL	3094017	0	NSE	NSE	12086	0
EQ		0.05	OIL INDIA	1	OIL-BE	4465153	0	NSE	NSE	17442	0
EQ		0.05	PROLIFE INDUSTRIES	1	PROLIFE-SM	4954113	0	NSE	NSE	19352	0
EQ		0.05	TIDE WATER OIL	1	TIDEWATER	3588865	0	NSE	NSE	14019	0
EQ		0.05	TIL	1	TIL-BL	3284993	0	NSE	NSE	12832	0
EQ		0.05	TIMBOR HOME	1	TIMBOR-BE	6225921	0	NSE	NSE	24320	0
EQ		0.01	ICICI0301-CGB2-5T-2020	1	ICICI0301-N9	2564609	0	NSE	NSE	10018	0
EQ		0.01	RIB-E-7.00%-FV-RS.5000	1	IDBI0104-N5	2896897	0	NSE	NSE	11316	0
EQ		0.01	SRNCD TR II SR IV	1	IFCI-NM	1702913	0	NSE	NSE	6652	0
EQ		0.01	12% SEC REDE NCD OPT III	1	IIFLFIN-NA	7901953	0	NSE	NSE	30867	0
EQ		0.01	IIHFL NCD OPT II	1	IIHFL-N3	610305	0	NSE	NSE	2384	0
EQ		0.05	INDUSTRIAL INV TRUST	1	IITL-BE	4999425	0	NSE	NSE	19529	0
EQ		0.05	PRAKASH STEELAGE	1	PRAKASHSTL	5017345	0	NSE	NSE	19599	0
EQ		0.05	PRATIBHA INDS.	1	PRATIBHA-BE	3400449	0	NSE	NSE	13283	0
EQ		0.05	PRECIMET DIAMONDS DEP	1	PRECIMDIAM-BE	2119425	0	NSE	NSE	8279	0
EQ		0.05	PSIDATASYS - DEP SETT	1	PSIDATASYS-BE	1541889	0	NSE	NSE	6023	0
EQ		0.05	INDIAN HUME PIPE CO.	1	INDIANHUME-BE	2333441	0	NSE	NSE	9115	0
EQ		0.05	RESPONSIVE INDUSTRIES	1	RESPONIND	5202689	0	NSE	NSE	20323	0
EQ		0.05	REVATHI EQUIPMENT	1	REVATHI-BE	3062785	0	NSE	NSE	11964	0
EQ		0.05	RENAISSANCE JEWEL.	1	RJL	3873025	0	NSE	NSE	15129	0
EQ		0.05	RAVI KUMAR DIST.	1	RKDL	5363201	0	NSE	NSE	20950	0
EQ		0.05	RAMKRISHNA FORGINGS	1	RKFORGE-BE	2921985	0	NSE	NSE	11414	0
EQ		0.05	ROLTA INDIA	1	ROLTA-BL	3256577	0	NSE	NSE	12721	0
EQ		0.05	ROSSELL INDUSTRIES	1	ROSSELL	748545	0	NSE	NSE	2924	0
EQ		0.05	ROSSELL INDIA	1	ROSSELLIND-BE	7402753	0	NSE	NSE	28917	0
EQ		0.05	RUPA & COMPANY	1	RUPA-BE	6586369	0	NSE	NSE	25728	0
EQ		0.05	S&S POWER SWITCHGEARS	1	S&SPOWER-BL	3331329	0	NSE	NSE	13013	0
EQ		0.05	SAB EVENTS & GOVERNANCE	1	SABEVENTS-BL	4736001	0	NSE	NSE	18500	0
EQ		0.05	SADBHAV ENGINEERING	1	SADBHAV-BE	3389441	0	NSE	NSE	13240	0
EQ		0.05	SADBHAV INFRA PROJ	1	SADBHIN	2718209	0	NSE	NSE	10618	0
EQ		0.05	SAGARDEEP ALLOYS	1	SAGARDEEP-SM	4382721	0	NSE	NSE	17120	0
EQ		0.05	STEEL AUTHORITY OF INDIA	1	SAIL-BL	3258369	0	NSE	NSE	12728	0
EQ		0.05	SREERAYALASEEMA-ROL SETT	1	SREERAYALK-BE	2234625	0	NSE	NSE	8729	0
EQ		0.05	GIC HOUSING FINANCE	1	GICHSGFIN-BE	2160897	0	NSE	NSE	8441	0
EQ		0.05	GIC HOUSING FINANCE	1	GICHSGFIN-BL	3172097	0	NSE	NSE	12391	0
EQ		0.05	RUPA & COMPANY	1	RUPA	6585345	0	NSE	NSE	25724	0
EQ		0.05	S.A.L. STEEL	1	SALSTEEL-BL	3259137	0	NSE	NSE	12731	0
EQ		0.05	S.A.L. STEEL	1	SALSTEEL	2978305	0	NSE	NSE	11634	0
EQ		0.05	SAMBHAAV MEDIA	1	SAMBHAAV-BE	2516225	0	NSE	NSE	9829	0
EQ		0.05	SAMBHAAV MEDIA	1	SAMBHAAV	1056513	0	NSE	NSE	4127	0
EQ		0.05	SAMTEL COLOR	1	SAMTEL-BL	3259393	0	NSE	NSE	12732	0
EQ		0.05	SANOFI INDIA	1	SANOFI-BE	1245185	0	NSE	NSE	4864	0
EQ		0.05	GATI	1	GATI-BE	3505153	0	NSE	NSE	13692	0
EQ		0.05	THEMIS MEDICARE	1	THEMISMED	3708161	0	NSE	NSE	14485	0
EQ		0.05	SATIN CREDIT NET	1	SATIN	2675969	0	NSE	NSE	10453	0
EQ		0.05	THERMAX	1	THERMAX	889601	0	NSE	NSE	3475	0
EQ		0.05	TAMILNADU PETROPRODUCTS L	1	TNPETRO-BL	3286273	0	NSE	NSE	12837	0
EQ		0.05	STATE BANK OF BIKANER AND	1	SBBJ-BE	2591745	0	NSE	NSE	10124	0
EQ		0.05	SHEELA FOAM	1	SFL-BE	4912129	0	NSE	NSE	19188	0
EQ		0.05	SHAKTI PUMPS (I)	1	SHAKTIPUMP-BL	6547713	0	NSE	NSE	25577	0
EQ		0.05	SHALIMARPAINTS-ROLLSETT	1	SHALMPAINT-BE	2473729	0	NSE	NSE	9663	0
EQ		0.05	ASAHI SONGWON COLOR	1	ASAHISONG-BE	6423553	0	NSE	NSE	25092	0
EQ		0.05	ASHIMA	1	ASHIMASYN-BL	3084033	0	NSE	NSE	12047	0
EQ		0.05	AUSOM ENTERPRISE	1	AUSOMENT	1033473	0	NSE	NSE	4037	0
EQ		0.05	AUTOLEC INDUSTRIES	1	AUTOLEC-BE	2287617	0	NSE	NSE	8936	0
EQ		0.05	AXISCADES ENGG TECH	1	AXISCADES-BE	2416641	0	NSE	NSE	9440	0
EQ		0.05	SHAMKEN SPINNERS	1	SHAMKNSPIN	787201	0	NSE	NSE	3075	0
EQ		0.05	SHARON BIO-MEDI	1	SHARONBIO-BL	6587649	0	NSE	NSE	25733	0
EQ		0.05	SHIVAM AUTO.LTD	1	SHIVAMAUTO	3521537	0	NSE	NSE	13756	0
EQ		0.05	SHOPPERS STOP	1	SHOPERSTOP	3024129	0	NSE	NSE	11813	0
EQ		0.05	SHRIRAM EPC	1	SHRIRAMEPC	3918849	0	NSE	NSE	15308	0
EQ		0.05	AVSL INDUSTRIES	1	AVSL-SM	4785153	0	NSE	NSE	18692	0
EQ		0.05	BAJAJ AUTO	1	BAJAJ-AUTO-BE	4268289	0	NSE	NSE	16673	0
EQ		0.05	BAJAJ AUTO	1	BAJAJ-AUTO-BL	4268033	0	NSE	NSE	16672	0
EQ		0.05	BALAJI INDUSTRIAL CORP. L	1	BALAJIIND	84993	0	NSE	NSE	332	0
EQ		0.05	BERGER PAINTS(I)LTD	1	BERGEPAINT-BE	1830401	0	NSE	NSE	7150	0
EQ		0.05	BF UTILITIES	1	BFUTILITIE-BE	3730177	0	NSE	NSE	14571	0
EQ		0.05	BHARATIYA GLOBAL INFO	1	BGLOBAL-BL	6345217	0	NSE	NSE	24786	0
EQ		0.05	SHRENUJ & CO	1	SHRENUJ-BZ	5005569	0	NSE	NSE	19553	0
EQ		0.05	SHREYAS SHIPPING & LOGIST	1	SHREYAS-BL	3109633	0	NSE	NSE	12147	0
EQ		0.05	STANDARD INDUSTRIES	1	SIL-BL	3266817	0	NSE	NSE	12761	0
EQ		0.05	SIMBHAOLI SUGARS	1	SIMBHALS-BE	3741697	0	NSE	NSE	14616	0
EQ		0.05	SINGERINDIALTD-ROLL SETT	1	SINGER-BE	2151425	0	NSE	NSE	8404	0
EQ		0.05	SJVN	1	SJVN-BE	4835073	0	NSE	NSE	18887	0
EQ		0.05	SOL PHARMA	1	SOLPHARMA-BE	2656513	0	NSE	NSE	10377	0
EQ		0.01	9.75% SRNCD SR IV	1	SREIBNPNCD-N4	2323201	0	NSE	NSE	9075	0
EQ		0.01	SRNCD SR IV A	1	SREIBNPNCD-NG	4992513	0	NSE	NSE	19502	0
EQ		0.01	11.50% SEC RED NCD SR V	1	SREINFRA-NG	81665	0	NSE	NSE	319	0
EQ		0.01	BOND SV	1	SRTRANSFIN-NZ	7733505	0	NSE	NSE	30209	0
EQ		0.01	BOND 9.71% PA SRN S-V	1	SRTRANSFIN-YB	1109505	0	NSE	NSE	4334	0
EQ		0.05	STAMPEDE CAPITAL	1	STAMPEDE-BE	4612609	0	NSE	NSE	18018	0
EQ		0.05	BHEL	1	BHEL	112129	0	NSE	NSE	438	0
EQ		0.05	BIRLA CORPORATION	1	BIRLACORPN	122881	0	NSE	NSE	480	0
EQ		0.05	BIRLA POWER SOL.	1	BIRLAPOWER-BL	3761921	0	NSE	NSE	14695	0
EQ		0.05	BIRLA POWER SOL.	1	BIRLAPOWER-BZ	1123585	0	NSE	NSE	4389	0
EQ		0.05	BLUE BLENDS (I)	1	BLUEBLENDS-BE	2685441	0	NSE	NSE	10490	0
EQ		0.05	BLUE CHIP INDIA	1	BLUECHIP	1198337	0	NSE	NSE	4681	0
EQ		0.05	BLUE COAST HOTELS	1	BLUECOAST-BE	2189313	0	NSE	NSE	8552	0
EQ		0.05	CALIFORNIA SOFTWARE CO LT	1	CALSOFT	2135297	0	NSE	NSE	8341	0
EQ		0.05	INDIAN HUME PIPE CO.	1	INDIANHUME-BL	3095041	0	NSE	NSE	12090	0
EQ		0.05	INDIAN ORG CHEM	1	INDIANORG-BE	1865985	0	NSE	NSE	7289	0
EQ		0.05	SRS	1	SRSLTD-BE	6474241	0	NSE	NSE	25290	0
EQ		0.05	STAR PAPER MILLS	1	STARPAPER-BE	1654017	0	NSE	NSE	6461	0
EQ		0.05	STAR PAPER MILLS	1	STARPAPER-BL	3271937	0	NSE	NSE	12781	0
EQ		0.05	SUDAR INDUSTRIES	1	SUDAR-BE	5642497	0	NSE	NSE	22041	0
EQ		0.05	CADILA HEALTHCARE	1	CADILAHC-BL	3143937	0	NSE	NSE	12281	0
EQ		0.05	CONTROL PRINT	1	CONTROLPR	4474113	0	NSE	NSE	17477	0
EQ		0.05	CORE EDUCATION & TECH	1	COREEDUTEC	3746305	0	NSE	NSE	14634	0
EQ		0.05	COUNTRY CONDO'S	1	COUNCODOS-BE	4349185	0	NSE	NSE	16989	0
EQ		0.01	CPSE ETF	1	CPSEETF	595969	0	NSE	NSE	2328	0
EQ		0.05	SULZERINDIALTD	1	SULZER-BE	2321153	0	NSE	NSE	9067	0
EQ		0.05	CIL NOVA PETROCHEM	1	CNOVAPETRO-BL	8152577	0	NSE	NSE	31846	0
EQ		0.05	CAMBRIDGE TECH ENTER	1	CTE	3639809	0	NSE	NSE	14218	0
EQ		0.05	DECOLIGHT CERAMICS	1	DECOLIGHT-BE	3769857	0	NSE	NSE	14726	0
EQ		0.05	DELTA MAGNETS	1	DELTAMAGNT-BE	2024705	0	NSE	NSE	7909	0
EQ		0.05	DE NORA INDIA	1	DENORA	1095425	0	NSE	NSE	4279	0
EQ		0.01	SEC RED NCD 8.74% SR. 1A	1	DHFL-N1	4677633	0	NSE	NSE	18272	0
EQ		0.01	SEC RED NCD 9.25% SR. 5B	1	DHFL-NA	4684801	0	NSE	NSE	18300	0
EQ		0.01	SEC RED NCD SR. 9B	1	DHFL-NH	4688385	0	NSE	NSE	18314	0
EQ		0.05	INTRASOFT TECH.	1	ISFT-BE	4731649	0	NSE	NSE	18483	0
EQ		0.05	SUDARSHAN CHEM IND	1	SUDARSCHEM-BE	2656769	0	NSE	NSE	10378	0
EQ		0.05	SUNDARAMBRAKE LININGS	1	SUNDRMBRAK-BE	2521089	0	NSE	NSE	9848	0
EQ		0.05	SUNFLAG IRON AND STEEL CO	1	SUNFLAG-BE	1887233	0	NSE	NSE	7372	0
EQ		0.05	SUNIL HITECH ENGR.	1	SUNILHITEC-BL	3392001	0	NSE	NSE	13250	0
EQ		0.05	SUVEN LIFE SCIENCES	1	SUVEN-BE	3587329	0	NSE	NSE	14013	0
EQ		0.05	SVOGL OIL GAS & ENERGY LT	1	SVOGL-BE	3055105	0	NSE	NSE	11934	0
EQ		0.05	SVOGL OIL GAS & ENERGY LT	1	SVOGL-BL	3263745	0	NSE	NSE	12749	0
EQ		0.05	SYMPHONY	1	SYMPHONY-BE	6193665	0	NSE	NSE	24194	0
EQ		0.05	TANLA SOLUTIONS	1	TANLA-BE	3578881	0	NSE	NSE	13980	0
EQ		0.05	TARA JEWELS	1	TARAJEWELS-BE	7440897	0	NSE	NSE	29066	0
EQ		0.05	TASTY BITE EATABLES	1	TASTYBITE-BE	5144577	0	NSE	NSE	20096	0
EQ		0.05	TATA ELXSI	1	TATAELXSI-BE	1685249	0	NSE	NSE	6583	0
EQ		0.05	TATA SPONGE IRON	1	TATASPONGE-BE	2031873	0	NSE	NSE	7937	0
EQ		0.05	D-LINK INDIA	1	DLINKINDIA-BE	4570881	0	NSE	NSE	17855	0
EQ		0.05	D-LINK INDIA	1	DLINKINDIA	4569857	0	NSE	NSE	17851	0
EQ		0.05	DOLLAR INDUSTRIES	1	DOLLAR-BL	5264129	0	NSE	NSE	20563	0
EQ		0.05	EASUN REYROLLE	1	EASUNREYRL	1249793	0	NSE	NSE	4882	0
EQ		0.05	EON ELECTRIC	1	EON-BE	6947841	0	NSE	NSE	27140	0
EQ		0.05	EON ELECTRIC	1	EON	6947073	0	NSE	NSE	27137	0
EQ		0.01	EDELAMC - EQ30	1	EQ30-BL	4396801	0	NSE	NSE	17175	0
EQ		0.05	TCI EXPRESS	1	TCIEXP-BL	4921857	0	NSE	NSE	19226	0
EQ		0.05	TCI EXPRESS	1	TCIEXP	4921089	0	NSE	NSE	19223	0
EQ		0.05	TATA CONSULTANCY SERV	1	TCS-BE	2953985	0	NSE	NSE	11539	0
EQ		0.05	TD POWER SYSTEMS	1	TDPOWERSYS-BL	6446337	0	NSE	NSE	25181	0
EQ		0.05	TECHINDIA NIRMAN	1	TECHIN-BL	6449409	0	NSE	NSE	25193	0
EQ		0.05	TECPRO SYSTEMS	1	TECPRO-BE	5163521	0	NSE	NSE	20170	0
EQ		0.05	TEXMO PIPE & PRODUCTS	1	TEXMOPIPES	4662785	0	NSE	NSE	18214	0
EQ		0.05	TRANSWARRANTY FIN.	1	TFL-BL	3666177	0	NSE	NSE	14321	0
EQ		0.05	ENTERTAIN NET. IND.	1	ENIL	3377153	0	NSE	NSE	13192	0
EQ		0.05	ENTEGRA	1	ENTEGRA-BL	3095553	0	NSE	NSE	12092	0
EQ		0.05	THIRU AROORAN SUGARS	1	THIRUSUGAR-BL	3284481	0	NSE	NSE	12830	0
EQ		0.05	EXCEL CROP CARE	1	EXCELCROP-BE	2936321	0	NSE	NSE	11470	0
EQ		0.05	EXIDE IND-DEP SETT	1	EXIDEIND-BE	1554433	0	NSE	NSE	6072	0
EQ		0.05	FACT	1	FACT	258049	0	NSE	NSE	1008	0
EQ		0.05	FCS SOFTWARE SOLN.	1	FCSSOFT-BL	3165185	0	NSE	NSE	12364	0
EQ		0.05	THOMAS COOK (INDIA)	1	THOMASCOOK	891137	0	NSE	NSE	3481	0
EQ		0.05	THOMAS SCOTT (INDIA)	1	THOMASCOTT-BE	7941377	0	NSE	NSE	31021	0
EQ		0.05	THIRUMALAI CHEMICALS	1	TIRUMALCHM-BE	1616897	0	NSE	NSE	6316	0
EQ		0.05	THIRUMALAI CHEMICALS	1	TIRUMALCHM	894977	0	NSE	NSE	3496	0
EQ		0.05	FORBES GOKAK	1	FORBESGOK	273921	0	NSE	NSE	1070	0
EQ		0.05	GALLANTT METAL	1	GALLANTT-BL	3414785	0	NSE	NSE	13339	0
EQ		0.05	GAMMON INFRA PROJ	1	GAMMNINFRA	3939585	0	NSE	NSE	15389	0
EQ		0.05	GAMMON INDIA	1	GAMMONIND-BE	2001153	0	NSE	NSE	7817	0
EQ		0.05	GANDHI SPL. TUBES	1	GANDHITUBE-BL	3614465	0	NSE	NSE	14119	0
EQ		0.05	GANGOTRITEXTILES-ROLLSETT	1	GANGOTEX-BE	2201857	0	NSE	NSE	8601	0
EQ		0.05	GARDEN SILK MILLS	1	GARDENSILK-BE	1892097	0	NSE	NSE	7391	0
EQ		0.05	GATEWAY DISTRIPARKS	1	GDL-BL	3169793	0	NSE	NSE	12382	0
EQ		0.01	KOTAKMAMC-KOTAKBKETF	1	KOTAKBKETF	1497857	0	NSE	NSE	5851	0
EQ		0.05	KSS	1	KSERASERA	3497729	0	NSE	NSE	13663	0
EQ		0.05	KSK ENERGY VENTURES	1	KSK-BE	4305153	0	NSE	NSE	16817	0
EQ		0.05	KSK ENERGY VENTURES	1	KSK-BL	4304897	0	NSE	NSE	16816	0
EQ		0.05	THE MANDHANA RET VENT	1	TMRVL-BE	4917505	0	NSE	NSE	19209	0
EQ		0.05	TODAYS WRITING INSTRUMENT	1	TODAYS-BE	2677505	0	NSE	NSE	10459	0
EQ		0.05	GEOJIT FINANCIAL SER L	1	GEOJITFSL-BL	3170561	0	NSE	NSE	12385	0
EQ		0.05	GE POWER INDIA	1	GEPIL-BE	2013697	0	NSE	NSE	7866	0
EQ		0.05	THE GE SHPG.LTD	1	GESHIP-BL	3527681	0	NSE	NSE	13780	0
EQ		0.05	KSK ENERGY VENTURES	1	KSK	4304129	0	NSE	NSE	16813	0
EQ		0.05	K S OILS	1	KSOILS-BE	3706625	0	NSE	NSE	14479	0
EQ		0.05	KARNATAKA BANK	1	KTKBANK	2061825	0	NSE	NSE	8054	0
EQ		0.05	L&T FINANCE HOLDINGS	1	L&TFH	6386689	0	NSE	NSE	24948	0
EQ		0.05	TRF	1	TRF-BL	4605441	0	NSE	NSE	17990	0
EQ		0.05	TRIDENT	1	TRIDENT-BE	2480385	0	NSE	NSE	9689	0
EQ		0.05	GESTETNERINDIA-ROLLSETT	1	GESTETNER-BE	2326529	0	NSE	NSE	9088	0
